"seccion","X.x","munn.x","edon.x","disloc2015","disloc2017","disfed2017","X.y","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3","pan_cnv1","pri_clv1","panal_cnv2","pan_cnv2","prd_cnv2","pri_clv2","pt_clv2","pvem_clv2","esc1_panCNV1","esc1_priCLV1","esc2_panalCNV2","esc2_panCNV2","esc2_prdCNV2","esc2_priCLV2","esc2_ptCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1","dsiSQ_E3"
602,585,49,26,11,11,4,585,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
603,586,49,26,11,11,4,586,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
604,587,49,26,11,11,4,587,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
605,588,49,26,11,11,4,588,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
606,589,49,26,11,11,5,589,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
608,590,49,26,11,11,4,590,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
609,591,49,26,11,11,5,591,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
610,592,49,26,11,11,5,592,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
611,593,49,26,11,11,5,593,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
612,594,49,26,11,11,5,594,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
613,595,49,26,11,11,5,595,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
614,596,49,26,11,11,5,596,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
615,597,49,26,11,11,5,597,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
616,598,49,26,11,11,4,598,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
618,599,49,26,11,11,4,599,26,49,6,6,6,6,6,11,6,6,6,2,9,5,1,0,1,1,1,0,0,0,11,0.333,0.333
619,600,50,26,18,18,1,600,26,50,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
620,601,51,26,6,6,1,601,26,51,3,3,3,3,3,1,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
621,602,51,26,6,6,1,602,26,51,3,3,3,3,3,1,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
622,603,51,26,6,6,1,603,26,51,3,3,3,3,3,1,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
623,604,51,26,6,6,1,604,26,51,3,3,3,3,3,1,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
624,605,51,26,6,6,1,605,26,51,3,3,3,3,3,1,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
625,606,52,26,3,3,3,606,26,52,2,2,2,2,2,1,2,2,3,19,5,3,1,0,1,1,0,0,0,0,3,0.718,0.718
626,607,52,26,3,3,3,607,26,52,2,2,2,2,2,1,2,2,3,19,5,3,1,0,1,1,0,0,0,0,3,0.718,0.718
629,608,52,26,3,3,3,608,26,52,2,2,2,2,2,1,2,2,3,19,5,3,1,0,1,1,0,0,0,0,3,0.718,0.718
630,609,52,26,3,3,3,609,26,52,2,2,2,2,2,1,2,2,3,19,5,3,1,0,1,1,0,0,0,0,3,0.718,0.718
631,610,53,26,2,2,3,610,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
632,611,53,26,2,2,3,611,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
633,612,53,26,2,2,3,612,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
634,613,53,26,2,2,3,613,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
635,614,53,26,2,2,3,614,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
636,615,53,26,2,2,3,615,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
637,616,53,26,2,2,3,616,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
638,617,53,26,2,2,3,617,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
639,618,53,26,2,2,3,618,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
640,619,53,26,2,2,3,619,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
641,620,53,26,2,2,3,620,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
642,621,53,26,2,2,3,621,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
643,622,53,26,2,2,3,622,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
644,623,53,26,2,2,3,623,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
645,624,53,26,2,2,3,624,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
646,625,53,26,2,2,3,625,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
647,626,53,26,2,2,3,626,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
648,627,53,26,2,2,3,627,26,53,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
649,628,54,26,6,6,1,628,26,54,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
650,629,54,26,6,6,1,629,26,54,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
651,630,54,26,6,6,1,630,26,54,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
652,631,55,26,1,1,3,631,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
653,632,55,26,1,1,3,632,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
654,633,55,26,1,1,3,633,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
655,634,55,26,1,1,3,634,26,55,17,17,17,17,17,18,17,17,17,9,17,12,1,0,1,1,1,0,1,0,1,0.535,0.535
656,635,55,26,1,1,3,635,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
657,636,55,26,1,1,3,636,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
658,637,55,26,1,1,3,637,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
659,638,55,26,1,1,3,638,26,55,16,16,16,16,16,19,16,16,16,10,16,13,1,0,1,1,1,0,1,0,1,0.281,0.281
660,639,55,26,1,1,3,639,26,55,16,16,16,16,16,19,16,16,16,10,16,13,1,0,1,1,1,0,1,0,1,0.281,0.281
661,640,55,26,2,2,3,640,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
662,641,55,26,1,1,3,641,26,55,17,17,17,17,17,18,17,17,17,9,17,12,1,0,1,1,1,0,1,0,1,0.535,0.535
663,642,55,26,1,1,3,642,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
664,643,55,26,1,1,3,643,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
665,644,55,26,1,1,3,644,26,55,17,17,17,17,17,18,17,17,17,9,17,12,1,0,1,1,1,0,1,0,1,0.535,0.535
666,645,55,26,1,1,3,645,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
667,646,55,26,1,1,3,646,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
668,647,55,26,1,1,3,647,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
669,648,55,26,1,1,3,648,26,55,16,16,16,16,16,19,16,16,16,10,16,13,1,0,1,1,1,0,1,0,1,0.281,0.281
670,649,55,26,2,2,3,649,26,55,16,16,16,16,16,19,16,16,16,10,16,13,1,0,1,1,1,0,1,0,1,0.281,0.281
671,650,55,26,1,1,3,650,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
672,651,55,26,1,1,3,651,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
673,652,55,26,1,1,3,652,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
674,653,55,26,1,1,3,653,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
675,654,55,26,1,1,3,654,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
676,655,55,26,1,1,3,655,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
677,656,55,26,1,1,3,656,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
678,657,55,26,1,1,3,657,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
679,658,55,26,1,1,3,658,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
680,659,55,26,2,2,3,659,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
681,660,55,26,2,2,3,660,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
682,661,55,26,1,1,3,661,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
683,662,55,26,1,1,3,662,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
684,663,55,26,1,1,3,663,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
685,664,55,26,1,1,3,664,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
686,665,55,26,1,1,3,665,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
687,666,55,26,1,1,3,666,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
688,667,55,26,1,1,3,667,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
689,668,55,26,1,1,3,668,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
690,669,55,26,1,1,3,669,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
691,670,55,26,1,1,3,670,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
692,671,55,26,1,1,3,671,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
693,672,55,26,2,2,3,672,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
694,673,55,26,2,2,3,673,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
695,674,55,26,2,2,3,674,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
696,675,55,26,2,2,3,675,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
697,676,55,26,1,1,3,676,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
698,677,55,26,1,1,3,677,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
699,678,55,26,1,1,3,678,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
700,679,55,26,1,1,3,679,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
701,680,55,26,1,1,3,680,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
702,681,55,26,1,1,3,681,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
703,682,55,26,1,1,3,682,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
704,683,55,26,1,1,3,683,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
705,684,55,26,1,1,3,684,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
706,685,55,26,1,1,3,685,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
707,686,55,26,1,1,3,686,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
708,687,55,26,1,1,3,687,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
709,688,55,26,1,1,3,688,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
710,689,55,26,2,2,3,689,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
711,690,55,26,2,2,3,690,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
712,691,55,26,1,1,3,691,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
713,692,55,26,1,1,3,692,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
714,693,55,26,1,1,3,693,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
715,694,55,26,1,1,3,694,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
716,695,55,26,1,1,3,695,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
717,696,55,26,1,1,3,696,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
718,697,55,26,1,1,3,697,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
719,698,55,26,1,1,3,698,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
720,699,55,26,1,1,3,699,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
721,700,55,26,1,1,3,700,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
722,701,55,26,1,1,3,701,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
723,702,55,26,2,2,3,702,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
724,703,55,26,2,2,3,703,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
725,704,55,26,2,2,3,704,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
726,705,55,26,1,1,3,705,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
727,706,55,26,1,1,3,706,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
728,707,55,26,1,1,3,707,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
729,708,55,26,2,2,3,708,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
730,709,55,26,2,2,3,709,26,55,17,17,17,17,17,19,17,17,17,10,16,13,1,0,1,1,1,0,0,0,1,0.535,0.535
731,710,55,26,1,1,3,710,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
732,711,55,26,1,1,3,711,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
733,712,55,26,1,1,3,712,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
734,713,55,26,1,1,3,713,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
735,714,55,26,1,1,3,714,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
736,715,55,26,1,1,3,715,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
737,716,55,26,1,1,3,716,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
738,717,55,26,1,1,3,717,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
739,718,55,26,1,1,3,718,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
740,719,55,26,2,2,3,719,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
741,720,55,26,2,2,3,720,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
742,721,55,26,2,2,3,721,26,55,16,16,16,16,16,18,16,16,16,9,17,12,1,0,1,1,1,0,0,0,1,0.281,0.281
743,722,56,26,6,6,1,722,26,56,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
744,723,56,26,6,6,1,723,26,56,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
745,724,56,26,6,6,1,724,26,56,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
746,725,56,26,6,6,1,725,26,56,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
747,726,57,26,6,6,1,726,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
748,727,57,26,6,6,1,727,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
749,728,57,26,6,6,1,728,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
750,729,57,26,6,6,1,729,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
751,730,57,26,6,6,1,730,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
752,731,57,26,6,6,1,731,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
753,732,57,26,6,6,1,732,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
754,733,57,26,6,6,1,733,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
755,734,57,26,6,6,1,734,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
756,735,57,26,6,6,1,735,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
757,736,57,26,6,6,1,736,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
758,737,57,26,6,6,1,737,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
759,738,57,26,6,6,1,738,26,57,3,3,3,3,3,4,3,3,1,21,3,1,1,0,1,1,0,0,1,0,18,0.265,0.253
760,739,58,26,14,14,1,739,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
761,740,58,26,14,14,1,740,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
762,741,58,26,14,14,1,741,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
763,742,58,26,14,14,1,742,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
764,743,58,26,14,14,1,743,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
765,744,58,26,14,14,1,744,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
766,745,58,26,14,14,1,745,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
767,746,58,26,14,14,1,746,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
768,747,58,26,14,14,1,747,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
769,748,58,26,14,14,1,748,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
770,749,58,26,14,14,1,749,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
771,750,58,26,14,14,1,750,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
772,751,58,26,14,14,1,751,26,58,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
773,752,59,26,18,18,6,752,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
774,753,59,26,18,18,6,753,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
775,754,59,26,18,18,6,754,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
776,755,59,26,17,17,6,755,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
777,756,59,26,16,16,6,756,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
778,757,59,26,16,16,6,757,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
779,758,59,26,16,16,6,758,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
780,759,59,26,18,18,6,759,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
781,760,59,26,18,18,6,760,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
782,761,59,26,16,16,6,761,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
783,762,59,26,16,16,6,762,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
784,763,59,26,16,16,6,763,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
785,764,59,26,16,16,6,764,26,59,12,12,12,12,12,13,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
786,765,59,26,16,16,6,765,26,59,12,12,12,12,12,13,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
787,766,59,26,17,17,6,766,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
788,767,59,26,17,17,6,767,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
789,768,59,26,17,17,6,768,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
790,769,59,26,17,17,6,769,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
791,770,59,26,17,17,6,770,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
792,771,59,26,17,17,6,771,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
793,772,59,26,16,16,6,772,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
794,773,59,26,16,16,6,773,26,59,12,12,12,12,12,13,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
795,774,59,26,17,17,6,774,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
796,775,59,26,17,17,6,775,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
797,776,59,26,17,17,6,776,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
798,777,59,26,16,16,6,777,26,59,12,12,12,12,12,13,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
799,778,59,26,16,16,6,778,26,59,12,12,12,12,12,13,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
800,779,59,26,16,16,6,779,26,59,12,12,12,12,12,13,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
801,780,59,26,16,16,6,780,26,59,12,12,12,12,12,13,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
