"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc1996","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_clv1","panal_cnv1","pes_clv1","pes_iee1","pri_clv1","pvem_clv1","morena_clv2","panal_clv2","pan_cnv2","pes_clv2","prd_clv2","prd_cnv2","prd_iee2","pri_clv2","pri_clv2.1","esc1_panalCLV1","esc1_panalCNV1","esc1_pesCLV1","esc1_pesIEE1","esc1_priCLV1","esc1_pvemCLV1","esc2_morCLV2","esc2_panalCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCLV2","esc2_prdCNV2","esc2_prdIEE2","esc2_priCLV2","esc2_priCLV2.1","E1","dsiE1_E3"
120,5,15,"mex",2,9,23,40,45,45,120,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
121,5,15,"mex",2,9,23,40,45,45,121,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
122,5,15,"mex",2,9,23,40,45,45,122,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
123,5,15,"mex",2,9,23,40,45,45,123,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
124,5,15,"mex",2,9,23,40,45,45,124,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
125,5,15,"mex",2,9,23,40,45,45,125,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
126,5,15,"mex",2,9,23,40,45,45,126,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
127,5,15,"mex",2,9,23,40,45,45,127,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
128,5,15,"mex",2,9,23,40,45,45,128,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
129,5,15,"mex",2,9,23,40,45,45,129,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
130,5,15,"mex",2,9,23,40,45,45,130,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
131,5,15,"mex",2,9,23,40,45,45,131,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
132,5,15,"mex",2,9,23,40,45,45,132,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
133,5,15,"mex",2,9,23,40,45,45,133,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
134,5,15,"mex",2,9,23,40,45,45,134,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
135,5,15,"mex",2,9,23,40,45,45,135,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
136,5,15,"mex",2,9,23,40,45,45,136,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
137,5,15,"mex",2,9,23,40,45,45,137,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
138,5,15,"mex",2,9,23,40,45,45,138,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
139,5,15,"mex",2,9,23,40,45,45,139,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
140,5,15,"mex",2,9,23,40,45,45,140,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
141,5,15,"mex",2,9,23,40,45,45,141,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
142,5,15,"mex",2,9,23,40,45,45,142,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
143,5,15,"mex",2,9,23,40,45,45,143,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
144,5,15,"mex",2,9,23,40,45,45,144,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
145,5,15,"mex",2,9,23,40,45,45,145,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
146,5,15,"mex",2,9,23,40,45,45,146,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
147,5,15,"mex",2,9,23,40,45,45,147,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
148,5,15,"mex",2,9,23,40,45,45,148,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
149,5,15,"mex",2,9,23,40,45,45,149,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
150,5,15,"mex",2,9,23,40,45,45,150,15,5,5,3,5,2,5,10,10,3,4,4,3,5,10,9,3,3,3,5,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,5,0.364
151,6,15,"mex",3,35,35,23,7,5,151,15,6,6,4,9,4,6,4,4,4,2,5,4,1,4,10,4,4,4,9,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,9,0.325
152,6,15,"mex",3,35,35,23,7,5,152,15,6,6,4,9,4,6,4,4,4,2,5,4,1,4,10,4,4,4,9,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,9,0.325
153,6,15,"mex",3,35,35,23,7,5,153,15,6,6,4,9,4,6,4,4,4,2,5,4,1,4,10,4,4,4,9,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,9,0.325
154,6,15,"mex",3,35,35,23,7,5,154,15,6,6,4,9,4,6,4,4,4,2,5,4,1,4,10,4,4,4,9,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,9,0.325
155,6,15,"mex",3,35,35,23,7,5,155,15,6,6,4,9,4,6,4,4,4,2,5,4,1,4,10,4,4,4,9,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,9,0.325
156,7,15,"mex",2,23,23,36,10,10,156,15,7,8,5,10,2,8,2,2,5,8,6,5,5,2,5,5,5,5,10,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,8,0.39
157,7,15,"mex",2,23,23,36,10,10,157,15,7,8,5,10,2,8,2,2,5,8,6,5,5,2,5,5,5,5,10,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,8,0.39
158,7,15,"mex",2,23,23,36,10,10,158,15,7,8,5,10,2,8,2,2,5,8,6,5,5,2,5,5,5,5,10,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,8,0.39
159,7,15,"mex",2,23,23,36,10,10,159,15,7,8,5,10,2,8,2,2,5,8,6,5,5,2,5,5,5,5,10,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,8,0.39
160,7,15,"mex",2,23,23,36,10,10,160,15,7,8,5,10,2,8,2,2,5,8,6,5,5,2,5,5,5,5,10,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,8,0.39
161,7,15,"mex",2,23,23,36,10,10,161,15,7,8,5,10,2,8,2,2,5,8,6,5,5,2,5,5,5,5,10,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,8,0.39
162,7,15,"mex",2,23,23,36,10,10,162,15,7,8,5,10,2,8,2,2,5,8,6,5,5,2,5,5,5,5,10,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,8,0.39
163,7,15,"mex",2,23,23,36,10,10,163,15,7,8,5,10,2,8,2,2,5,8,6,5,5,2,5,5,5,5,10,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,8,0.39
164,7,15,"mex",2,23,23,36,10,10,164,15,7,8,5,10,2,8,2,2,5,8,6,5,5,2,5,5,5,5,10,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,8,0.39
165,7,15,"mex",2,23,23,36,10,10,165,15,7,8,5,10,2,8,2,2,5,8,6,5,5,2,5,5,5,5,10,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,8,0.39
166,8,15,"mex",1,36,36,36,9,9,166,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
167,8,15,"mex",1,36,36,36,9,9,167,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
168,8,15,"mex",1,36,36,36,9,9,168,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
169,8,15,"mex",1,36,36,36,9,9,169,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
170,8,15,"mex",1,36,36,36,9,9,170,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
171,8,15,"mex",1,36,36,36,9,9,171,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
172,8,15,"mex",1,36,36,36,9,9,172,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
173,8,15,"mex",1,36,36,36,9,9,173,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
174,8,15,"mex",1,36,36,36,9,9,174,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
175,8,15,"mex",1,36,36,36,9,9,175,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
176,8,15,"mex",1,36,36,36,9,9,176,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
177,8,15,"mex",1,36,36,36,9,9,177,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
178,8,15,"mex",1,36,36,36,9,9,178,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
179,8,15,"mex",1,36,36,36,9,9,179,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
180,8,15,"mex",1,36,36,36,9,9,180,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
181,8,15,"mex",1,36,36,36,9,9,181,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
182,8,15,"mex",1,36,36,36,9,9,182,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
183,8,15,"mex",1,36,36,36,9,9,183,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
184,8,15,"mex",1,36,36,36,9,9,184,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
185,8,15,"mex",1,36,36,36,9,9,185,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
186,8,15,"mex",1,36,36,36,9,9,186,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
187,8,15,"mex",1,36,36,36,9,9,187,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
188,8,15,"mex",1,36,36,36,9,9,188,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
189,8,15,"mex",1,36,36,36,9,9,189,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
190,8,15,"mex",1,36,36,36,9,9,190,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
191,8,15,"mex",1,36,36,36,9,9,191,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
192,8,15,"mex",1,36,36,36,9,9,192,15,8,1,6,1,1,1,9,9,6,5,7,2,4,9,7,6,2,6,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.455
193,9,15,"mex",15,33,33,21,28,28,193,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
194,9,15,"mex",15,33,33,21,28,28,194,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
195,9,15,"mex",15,33,33,21,28,28,195,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
196,9,15,"mex",15,33,33,21,28,28,196,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
197,9,15,"mex",15,33,33,21,28,28,197,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
198,9,15,"mex",15,33,33,21,28,28,198,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
199,9,15,"mex",15,33,33,21,28,28,199,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
200,9,15,"mex",15,33,33,21,28,28,200,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
201,9,15,"mex",15,33,33,21,28,28,201,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
202,9,15,"mex",15,33,33,21,28,28,202,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
203,9,15,"mex",15,33,33,21,28,28,203,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
204,9,15,"mex",15,33,33,21,28,28,204,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
205,9,15,"mex",15,33,33,21,28,28,205,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
206,9,15,"mex",15,33,33,21,28,28,206,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
207,9,15,"mex",15,33,33,21,28,28,207,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
208,9,15,"mex",15,33,33,21,28,28,208,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
209,9,15,"mex",15,33,33,21,28,28,209,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
210,9,15,"mex",15,33,33,21,28,28,210,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
211,9,15,"mex",15,33,33,21,28,28,211,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
212,9,15,"mex",15,33,33,21,28,28,212,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
213,9,15,"mex",15,33,33,21,28,28,213,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
214,9,15,"mex",15,33,33,21,28,28,214,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
215,9,15,"mex",15,33,33,21,28,28,215,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
216,9,15,"mex",15,33,33,21,28,28,216,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
217,9,15,"mex",15,33,33,21,28,28,217,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
218,9,15,"mex",15,33,33,21,28,28,218,15,9,12,11,11,11,12,12,12,11,14,8,12,12,12,13,12,11,11,11,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,12,0.878
219,10,15,"mex",21,2,2,28,20,20,219,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
220,10,15,"mex",21,2,2,28,20,20,220,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
221,10,15,"mex",21,2,2,28,20,20,221,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
222,10,15,"mex",21,2,2,28,20,20,222,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
223,10,15,"mex",21,2,2,28,20,20,223,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
224,10,15,"mex",21,2,2,28,20,20,224,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
225,10,15,"mex",21,2,2,28,20,20,225,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
226,10,15,"mex",21,2,2,28,20,20,226,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
227,10,15,"mex",21,2,2,28,20,20,227,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
228,10,15,"mex",21,2,2,28,20,20,228,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
229,10,15,"mex",21,2,2,28,20,20,229,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
230,10,15,"mex",21,2,2,28,20,20,230,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
231,10,15,"mex",21,2,2,28,20,20,231,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
232,10,15,"mex",21,2,2,28,20,20,232,15,10,36,34,33,36,36,37,37,34,35,9,31,32,37,36,32,32,34,33,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
233,11,15,"mex",8,12,5,38,23,23,233,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
234,11,15,"mex",8,12,5,38,23,23,234,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
235,11,15,"mex",8,12,5,38,23,23,235,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
236,11,15,"mex",8,12,5,38,23,23,236,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
237,11,15,"mex",8,12,5,38,23,23,237,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
238,11,15,"mex",8,12,5,38,23,23,238,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
239,11,15,"mex",8,12,5,38,23,23,239,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
240,11,15,"mex",8,12,5,38,23,23,240,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
241,11,15,"mex",8,12,5,38,23,23,241,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
242,11,15,"mex",8,12,5,38,23,23,242,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
243,11,15,"mex",8,12,5,38,23,23,243,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
244,11,15,"mex",8,12,5,38,23,23,244,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
245,11,15,"mex",8,12,5,38,23,23,245,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
246,11,15,"mex",8,12,5,38,23,23,246,15,11,15,16,15,16,15,17,17,16,12,10,16,14,17,17,13,16,16,15,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,15,0.737
247,12,15,"mex",3,35,35,23,4,6,247,15,12,6,4,2,6,6,4,4,4,2,5,6,1,4,10,4,4,4,2,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0.27
248,12,15,"mex",3,35,35,23,4,6,248,15,12,6,4,2,6,6,4,4,4,2,5,6,1,4,10,4,4,4,2,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0.27
249,12,15,"mex",3,35,35,23,4,6,249,15,12,6,4,2,6,6,4,4,4,2,5,6,1,4,10,4,4,4,2,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0.27
250,13,15,"mex",12,14,15,15,29,16,250,15,13,42,41,38,43,42,42,42,41,44,11,38,36,42,44,36,39,41,38,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,42,1
251,13,15,"mex",12,14,14,15,16,16,251,15,13,43,42,40,43,43,43,43,42,42,12,39,34,43,41,37,40,42,40,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,43,1
252,13,15,"mex",12,14,14,15,16,16,252,15,13,43,42,40,43,43,43,43,42,42,12,39,34,43,41,37,40,42,40,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,43,1
253,13,15,"mex",12,14,14,15,16,16,253,15,13,43,42,40,43,43,43,43,42,42,12,39,34,43,41,37,40,42,40,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,43,1
254,13,15,"mex",12,14,14,15,16,16,254,15,13,43,42,40,43,43,43,43,42,42,12,39,34,43,41,37,40,42,40,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,43,1
255,13,15,"mex",12,14,14,15,16,16,255,15,13,43,42,40,43,43,43,43,42,42,12,39,34,43,41,37,40,42,40,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,43,1
